Z_PK,LATITUDE,LONGITUDE
875,49.553502,24.222541
876,49.830075,23.834709
877,50.306825,24.830983
878,49.848637,23.408301
880,49.907358,23.827038
881,50.093752,24.338186
882,49.943926,25.317231
883,49.869242,24.018303
884,49.760747,23.828404
885,49.953699,24.059913
886,49.564231,24.308179
887,49.846877,23.990363
888,50.109322,24.293629
889,49.273049,23.404732
892,49.820454,24.027351
893,49.283201,23.752142
894,50.057718,24.686032
895,49.902011,23.940213
896,50.134116,23.653546
897,50.090532,23.769505
898,50.133861,25.326062
899,49.889628,23.556233
900,49.84026,24.043135
901,49.804963,24.062752
902,49.126161,23.676407
905,49.428943,23.751119
906,49.783815,24.062656
907,49.624974,23.075606
908,49.324272,23.460495
909,49.649078,24.288714
910,50.244786,24.831742
911,49.872639,24.043907
912,49.313585,24.036774
913,49.673945,22.99248
914,49.896437,23.086958
915,49.208896,24.311419
917,49.773664,23.963854
918,49.583259,23.901905
919,49.537303,22.869434
920,50.030431,24.230108
921,49.612936,23.00408
922,50.133081,24.05304
923,49.627488,23.135328
924,49.537798,23.653812
925,50.194378,23.971718
926,49.590885,22.94578
928,49.197305,24.260595
929,49.830574,24.032169
930,49.818043,24.076589
931,49.830245,23.973304
932,49.741113,24.237359
933,50.359302,24.283381
934,49.830351,24.049472
935,49.812345,24.000497
936,49.872797,24.129097
938,49.720855,24.203639
939,50.104245,23.436367
940,49.47224,23.956343
941,49.807632,24.061363
943,49.966371,24.859652
944,49.950414,23.991676
945,49.230668,23.346785
946,49.872205,24.945372
947,49.837715,24.000225
948,51.316544,25.889893
949,50.196141,23.539279
950,49.744038,24.141246
952,49.786802,24.015846
953,49.810926,23.936193
954,49.764858,23.842905000000002
955,48.871575,23.472423
957,49.234914,22.855063
958,50.026142,24.138199
959,49.216587,24.269273
960,49.411995,24.258525
961,49.939059,24.982988
963,48.436257,25.776793
964,50.440312,30.491094
965,49.959669,24.610163
966,49.809781,23.644443
967,49.849404,24.025147
968,49.641304,23.87103
969,49.267004,24.274464
972,49.715326,23.951644
973,49.83071,23.768623
974,50.021918,24.445199
975,49.807427,24.068163
976,50.165938,24.438707
977,50.015198,23.373915
978,49.817957,24.1462
979,49.918487,24.187894
980,49.573574,23.721277
982,49.060659,23.14921
983,49.218204,24.257705
985,50.232785,23.61287
986,49.847699,23.63744
987,49.915164,23.922772
988,49.844382,24.024496
989,49.85893,24.221709
990,49.787995,24.017245
991,50.07344,24.751297
992,49.864903,24.051691
993,49.824783,23.939415
996,49.91182,24.038252
997,49.79773,24.18186
998,49.164368,23.717899
999,49.023545,22.901955
1000,49.853553,23.768239
1003,49.819067,24.041937
1004,49.803398,23.050241
1005,49.183067,23.690587
1006,50.047503,24.331697
1007,49.617691,22.848649
1008,49.838328,23.895521
1009,49.820316,23.399483
1010,50.050128,25.208903
1011,49.046675,23.646928
1014,49.235492,23.17493
1016,49.822642,24.006626
1017,49.647005,23.477971
1018,49.688101,23.542911
1020,48.134269,23.026095
1021,49.541496,23.693102
1022,50.508032,26.267347
1023,49.903818,23.939517
1024,50.022853,23.990437
1025,49.899242,23.767268
1026,49.174918,23.731957
1027,49.73771,24.012931
1030,49.835618,23.843332
1031,49.949598,33.62992
1032,49.259281,23.842331
1033,49.835602,23.99472
1034,49.677218,23.153686
1035,49.844743,24.152199
1036,49.881118,23.836058
1037,49.86907,24.221617
1038,49.772483,23.85177
1039,49.517338,23.129561
1040,48.947901,23.336509
1041,49.531025,23.176259
1044,50.056322,23.867098
1045,49.75275,24.291336
1046,49.595414,23.0094
1047,49.962768,24.435142
1048,48.900643,23.056713
1049,50.052419,25.077534
1050,49.856784,24.561125
1051,49.359045,24.170155
1052,49.988015,24.366563
1053,50.150122,24.406093
1054,49.849021,23.996476
1057,48.53492,22.906999
1058,50.130307,23.822824
1059,49.894316,24.131738
1060,49.779373,24.160749
1061,50.345412,23.741245
1062,49.397935,22.872256
1063,49.277311,23.098791
1064,50.096822,23.899968
1065,50.845062,24.335167
1066,49.703086,24.044855
1069,49.744031,24.99357
1070,49.465699,23.061253
1071,49.876869,24.089834
1072,49.410726,24.280817
1074,49.857669,24.046881
1075,49.239621,22.982256
1076,49.195656,23.068702
1078,49.90872,23.931098
1079,49.642056,25.334401
1080,49.618323,24.573293
1081,49.798153,24.071753
1082,49.689681,24.044039
1083,49.736472,23.651976
1084,49.79128,23.48162
1085,49.797281,23.768407
1086,49.718596,24.01387
1087,49.969583,24.498285
1090,49.836953,24.005731
1091,49.506865,22.763067
1092,50.011897,23.329478
1093,49.206069,23.223481
1094,49.871197,24.198808
1095,49.932311,23.118115
1096,49.381512,23.637353
1097,49.154016,23.424131
1098,49.393248,23.563681
1099,49.830389,23.950279
1102,49.986526,24.659011
1103,50.012302,25.240232
1104,49.808119,23.837127
1105,49.796938,24.072374
1106,49.844387,23.937983
1107,49.757732,23.94888
1108,50.19687,23.486908
1109,49.367545,23.613806
1110,49.979492,24.078624
1112,49.80343,24.005036
1114,49.934401,24.365994
1115,49.261373,23.856956
1116,49.770532,23.641759
1117,49.81451,24.075773
1118,50.292922,24.952984
1119,49.979864,24.076559
1120,49.016157,23.098143
1121,49.497541,24.218292
1122,49.747404,24.156224
1125,49.702284,24.326206
1126,49.834446,24.034435
1127,49.8016,24.045523
1128,49.751491,23.621225
1129,49.747387,24.150068
1130,49.83244,24.041227
1132,49.774206,24.011692
1134,49.833427,23.984559
1135,49.811897,23.89329
1136,49.774433,24.419559
1137,49.695444,23.80763
1138,49.909546,23.422098
1139,49.805544,24.661884
1140,49.989594,36.204413
1141,49.809407,23.846659
1142,49.84636,23.985211
1145,50.144593,24.944375
1146,49.834558,24.211072
1147,49.213534,24.24683
1148,49.911352,24.055196
1151,49.859753,24.060167
1152,49.964121,24.160668
1153,49.835837,23.875922
1154,49.733523,23.842374
1155,49.840195,24.012369
1158,49.754647,24.058858
1159,49.415847,23.691691
1160,50.140594,24.614168
1161,49.248997,24.283267
1162,49.801691,23.043247
1163,49.873772,23.906964
1164,50.038793,23.950264
1167,49.35035,23.599839
1168,49.689276,23.73178
1169,49.838669,23.637238
1170,49.730471,24.008222
1171,49.837088,24.011739
1172,49.461009,24.061444
1173,50.082004,24.332973
1174,49.58094,23.995832
1176,49.202118,23.503694
1178,49.787279,23.632608
1179,49.834527,24.016543
1180,50.035864,23.426745
1181,49.941423,24.17435
1182,49.82322,23.960577
1183,49.799864,23.283983
1184,49.326541,24.084959
1187,49.516313,22.709375
1188,49.399943,33.226894
1189,49.813497,23.976708
1190,49.826026,23.203611
1191,49.788591,23.392537
1194,49.90439,23.85935
1195,49.296028,23.956995
1197,50.198107,24.696341
1198,50.164155,23.860451
1199,49.542552,24.361911
1201,49.812326,23.982136
1202,49.823288,23.967605
1203,50.149808,23.453171
1206,49.787045,24.590528
1207,48.826876,23.381378
1208,49.956061,23.5446
1209,49.80842,24.903004
1210,49.288736,23.416573
1211,49.669092,24.943987
1212,48.725895,23.263669
1213,49.831465,23.876875
1214,49.15923,23.276015
1215,49.358133,22.777929
1218,50.117947,23.827129
1219,49.845393,24.00821
1220,50.31095,24.510733
1221,49.729256,24.367515
1222,49.992543,24.938376
1223,49.67176,23.483053
1224,50.10379,24.168297
1226,49.981696,24.083706
1228,49.700208,24.194192
1229,49.541294,24.652473
1230,48.916984,23.08425
1231,48.054664,24.208713
1232,49.797995,24.017359
1233,49.966718,24.105412
1234,49.835939,24.00314
1235,49.91662,23.178321
1236,49.241515,23.865038
1237,50.273433,23.728658
1238,49.772359,24.425538
1241,49.842418,24.069355
1242,49.810285,23.594938
1243,49.827699,23.538222
1244,49.83088,25.127077
1245,50.153641,23.690518
1246,49.64091,23.796528
1247,49.67981,22.993295
1249,49.458938,24.053519
1250,49.775742,23.915691
1251,49.382804,22.990944
1252,49.817204,23.843373
1254,49.735102,22.899231
1255,50.057343,23.973957
1256,49.88053,24.070493
1257,49.820815,24.040009
1258,47.995869,23.699937
1259,49.892989,23.259585
1260,48.853101,25.722991
1261,49.626207,23.693036
1262,47.912361,33.451694
1263,49.793951,23.630237
1264,50.386521,23.887378
1265,49.962515,24.524438
1268,49.836327,23.85807
1269,49.824361,23.993064
1270,50.075497,24.411535
1271,49.837387,24.035068
1272,49.875286,23.88121
1273,49.267268,27.430599
1274,49.407912,24.312901
1275,49.843674,24.120163
1276,50.169648,24.899279
1277,49.912665,24.017512
1278,49.614748,23.027476
1279,49.73184,24.442883
1280,49.45118,23.963976
1281,49.707299,24.193753
1282,50.182162,24.422327
1283,49.699858,24.193317
1284,50.070297,23.813167
1285,49.877611,23.874863
1286,49.284784,23.424152
1287,50.421571,25.854045
1288,49.468099,24.135243
1289,49.215765,24.269441
1290,49.633519,23.270744
1291,49.85225,23.185667
1292,49.646987,23.856546
1293,49.975166,25.26729
1294,49.833074,23.886585
1295,49.960462,24.393502
1296,49.80388,23.060995
1297,49.695807,24.111089
1298,49.715321,23.889668
1299,49.966404,24.979176
1300,49.216284,23.29579
1301,49.786773,24.024251
1302,49.854004,23.984989
1303,49.523737,22.82579
1304,49.873985,23.623882000000002
1305,49.774748,24.014426
1306,49.378056,24.089543
1307,49.336848,24.106707
1308,49.943211,24.126304
1309,49.784385,23.971622
1310,49.779007,24.531164
1311,50.019518,24.729129
1312,49.877945,24.003481
1313,50.077092,23.932474
1314,50.145061,23.753216
1315,50.099492,24.357047
1316,49.306889,23.990521
1317,49.961795,23.501478
1318,49.790189,24.89111
1319,49.202665,23.156364
1320,49.261106,23.588912
1321,49.897505,24.090549
1322,49.740529,24.167168
1323,49.295072,23.061932
1324,49.706478,24.227842
1325,49.798822,23.380924
1326,49.226277,23.808661999999998
1327,49.698695,24.325037000000002
1328,49.907904,23.463266
1329,49.828616,23.893172
1330,49.375925,22.996153
1331,48.497456,34.604361
1332,49.825344,23.894801
1333,49.805318,23.986
1334,49.866597,25.325669
1335,49.845095,23.932759
1336,49.728489,23.218159
1337,50.253782,24.911887
1338,49.530072,22.972957
1339,50.191716,23.659841
1340,49.827061,23.580479
1341,49.873266,23.917789
1342,50.109974,24.332724
1343,49.302024,23.433628
1344,49.737132,23.105065
1345,50.252425,23.744723
1346,49.922331,23.904385
1347,49.639946,24.019696
1348,49.861424,24.000213
1349,49.680541,24.257421
1350,49.796624,24.673765
1351,49.471361,22.768588
1352,49.187664,23.85299
1353,49.456939,23.931549
1354,49.835846,24.070717
1355,49.242412,24.15425
1356,49.771663,23.962681
1357,48.409403,22.282378
1358,49.993887,24.281173
1359,49.835308,23.852591
1360,49.870492,24.055598
1361,50.241133,23.620798
1362,49.924757,24.681357
1363,50.142078,24.39046
1364,50.38442,24.543747
1365,49.653346,22.791708
1366,49.790346,23.475244
1367,49.99262,24.555374
1368,49.337569,22.915844
1369,49.263243,23.384372
1370,49.817105,24.164916
1371,49.878429,24.083834
