Z_PK,LATITUDE,LONGITUDE
1372,49.552287,23.809248
1373,48.920491,23.475373
1374,49.869304,24.025031
1375,50.199832,24.38568
1376,49.225231,22.83777
1377,49.369936,23.407751
1378,50.111913,24.166737
1379,49.757495,24.014668
1380,49.652164,24.49767
1381,49.653077,23.252854
1382,49.853096,23.753066
1383,50.318814,24.438152
1384,49.256927,22.994656
1385,50.228185,23.604598
1386,49.479449,24.382936
1387,49.535491,23.377365
1388,49.828484,24.517686
1389,49.791783,23.377185
1390,49.858652,24.027098
1391,49.818755,24.042454
1392,49.678477,22.905597
1393,49.406345,22.981943
1394,49.721799,23.73713
1395,49.789558,23.677569
1396,49.964626,24.589116
1397,50.030297,25.131686
1398,50.200329,24.630773
1399,49.695184,24.649961
1400,49.822192,24.431869
1401,49.718636000000004,23.91065
1402,49.759083,23.643677
1403,49.836058,23.867446
1404,49.927102,24.114343
1405,49.152957,23.434592
1406,49.872724,23.933106
1407,49.361016,23.601744
1408,49.421526,24.087521
1409,50.126515,23.945446
1410,49.224915,23.195597
1411,49.90261,23.931018
1412,48.927703,23.03454
1413,48.981799,23.984803
1414,50.382994,24.233256
1415,49.85083,24.044943
1416,49.578122,24.531623
1417,49.837454,24.059223
1418,49.944738,23.2576
1419,49.543611,24.350369
1420,49.77643,25.075515
1421,49.905632,23.957358
1422,49.604995,24.285389
1423,49.82801,24.0712
1424,50.041668,23.813964
1425,49.845818,23.982642
1426,49.529768,23.235924
1427,50.360609,24.435103
1428,49.23933,24.306758
1429,49.836157,24.067586
1430,49.837617,23.977326
1431,49.691609,23.583882
1432,50.239462,24.13854
1433,49.653072,23.509692
1434,49.201955,23.85726
1435,49.811073,23.141515
1436,49.664295,23.736579
1437,49.459006,23.406603
1438,49.796162,24.269043
1439,49.446828,23.580412
1440,49.597131,24.042803
1441,49.553746,25.600631
1442,49.556206,23.987583
1443,49.79745,23.94423
1444,49.982248,23.234889
1445,49.773659,24.013879
1446,49.773443,24.691809
1447,49.81377,24.035749
1448,49.851516,25.165497
1449,49.799342,22.99401
1450,49.703547,23.914805
1451,49.864169,24.051529
1452,49.371318,23.619309
1453,49.56336,23.144558
1454,49.896244,23.382144
1455,49.752458,24.396256
1456,49.707301,36.370354
1457,49.83079,24.043197
1458,49.746794,22.944492
1459,49.78733,24.074219
1460,49.820513,24.020205
1461,49.925489,23.896726
1462,49.687766,24.533518
1463,49.489695,22.964296
1464,49.379255,24.145798
1465,50.244784,23.810238
1466,49.312326,23.895902
1467,49.829865,23.962992
1468,50.250921,23.788984
1469,50.088061,24.18899
1470,50.04204,24.330191
1471,49.596038,23.774579
1472,49.213823,24.247198
1473,50.104676,24.000887
1474,49.793713,24.064415
1475,49.161185,23.615203
1476,49.921973,23.904855
1477,49.798014,24.038968
1478,49.328942,24.091693
1479,50.11166,24.340037
1480,49.770275,23.918299
1481,49.271191,23.787421
1482,50.209156,23.700938
1483,49.816687,23.972498
1484,50.055981,23.959393
1485,49.403333,23.998226
1486,49.836585,24.02219
1487,49.855042,24.014482
1488,49.973434,24.687295
1489,49.790336,23.542267
1490,49.848631,23.423027
1491,49.839349,24.066677
1492,49.82595,24.073159
1493,50.092842,24.374621
1494,49.25453,22.827497
1495,49.184291,23.175464
1496,50.069362,23.98204
1497,48.432476,22.205562
1498,49.821785,23.979457
1499,49.972917,24.821826
1500,49.800471,24.040698
1501,49.417412,24.215211
1502,49.775761,24.620905
1503,49.456069,24.063266
1504,49.458147,23.910437
1505,48.473519,25.307099
1506,49.787693,23.632333
1507,49.7965,24.053867
1508,49.156059,23.622102
1509,49.784688,24.057285
1510,49.252859,24.281499
1511,49.77131,23.964508
1512,49.215913,37.301575
1513,49.637179,36.482083
1514,50.284027,24.772868
1515,49.831769,24.017156
1516,49.653991,23.487442
1517,49.6926,23.000863
1518,49.500324,23.381736
1519,48.777532,23.229403
1520,50.024958,23.996587
1521,48.332084,31.516725
1522,49.415693,23.690918
1523,49.307103,23.990364
1524,49.839695,23.877183
1525,49.614287,23.037086
1526,49.837573,23.843689
1527,49.326558,24.084461
1528,49.095766,23.617463
1529,49.828898,23.782008
1530,49.204728,24.285698
1531,49.85985,23.970693
1532,49.869159,23.243329
1533,50.16416,23.86091
1534,49.728324,23.218706
1535,49.608056,23.751089
1536,49.777498,24.085872
1537,49.233186,24.297661
1538,47.94974,23.877082
1539,49.871386,23.964274
1540,49.828945,23.878351
1541,49.39955,22.975193
1542,49.980234,24.559967
1543,49.783741,24.06728
1544,49.563235,24.630257
1545,49.225181,23.650953
1546,50.019306,24.728944
1547,50.379164,24.21082
1548,49.350643,24.28488
1549,49.943556,24.125904
1550,49.941179,35.927151
1551,49.760863,23.814585
1552,49.532964,23.242179
1553,49.336487,22.990145
1554,49.004386,23.210557
1555,49.762073,23.479789
1556,49.85602,23.676277
1557,49.84838,23.994038
1558,49.911211,24.609895
1559,49.993553,25.237987
1560,49.815272,33.883444
1561,50.310652,24.511374
1562,48.440544,22.735387
1563,49.355652,23.018283
1564,49.953265,24.059241
1565,49.713212,23.653084
1566,49.783209,22.999904
1567,49.227414,23.192232
1568,49.632909,24.936141
1569,49.832272,24.131016
1570,49.900706,24.018147
1571,49.288092,23.41656
1572,49.452672,22.964108
1573,50.042414,24.005767
1574,50.387197,23.886562
1575,49.716905,23.906519
1576,50.311661,24.188032
1577,49.331476,23.648362
1578,49.70264,24.19481
1579,49.85364,24.041632
1580,49.97223,24.614227
1581,49.226214,23.933808
1582,50.124366,23.831224
1583,50.075509,24.411763
1584,50.20584,24.386969
1585,50.154164,23.681714
1586,49.869229,23.624538
1587,50.050895,23.819753
1588,50.401413,24.174177
1589,49.838003,23.999056
1590,50.042315,24.070819
1591,49.269406,24.130105
1592,49.866,23.616367
1593,50.099448,24.356634
1594,49.833946,23.990893
1595,49.841632,25.052083
1596,49.280972,23.520504
1597,48.780877,23.427194
1598,49.794659,23.750865
1599,48.910806,23.158492
1600,49.827978,24.435736
1601,50.107914,23.706041
1602,49.880741,24.070213
1603,49.83646,23.858359
1604,49.802974,23.202107
1605,49.7925,24.016159
1606,49.885726,24.059449
1607,49.239751,24.244316
1608,49.166149,22.991962
1609,50.144217,23.766925
1610,50.002486,23.816605
1611,48.994536,23.04677
1612,49.807347,24.061266
1613,49.775826,23.915758
1614,50.222928,24.55503
1615,48.898675,23.398188
1616,49.830404,23.891651
1617,49.181379,23.296444
1618,49.866428,24.044636
1619,49.827445,23.521546
1620,50.482725,24.290936
1621,49.125969,23.677564
1622,49.772124,24.426643
1623,49.823933,23.930967
1624,49.092164,23.58807
1625,49.925862,23.632242
1626,50.222071,24.345161
1627,49.870627999999996,24.055651
1628,49.634272,22.874875
1629,49.904552,23.960193
1630,49.828773,23.95837
1631,49.151172,23.023235
1632,49.640785,23.796289
1633,49.817225,24.165605
1634,49.908149,23.462317
1635,49.944154,23.259046
1636,50.082557,24.333328
1637,50.381793,24.001286
1638,49.806003,24.012087
1639,49.813675,23.976862
1640,49.523931,23.036052
1641,49.91026,24.069538
1642,49.962277,24.525671
1643,49.207329,24.272248
1644,49.814078,23.845647
1645,49.816075,23.265564
1646,49.977177,23.817732
1647,49.797693,23.380211
1648,49.889375,28.612776
1649,49.695946,24.110799
1650,49.866018,24.264146
1651,49.842392,24.06954
1652,49.85377,23.985313
1653,50.298461,25.011979
1654,48.014793,23.575919
1655,49.474199,23.192279
1656,49.842945,24.133268
1657,49.655435,22.933986
1658,50.239329,24.138821
1659,49.992281,24.033649
1660,49.797941,24.167127
1661,49.962178,23.501312
1662,50.182033,24.422145
1663,49.989334,24.916585
1664,49.658226,23.492693
1665,49.720904,24.176319
1666,49.283642,23.530537
1667,49.932701,23.566223
1668,48.762751,23.326839
1669,50.233201,24.366928
1670,49.468097,24.142584
1671,49.544738,24.349574
1672,49.759368,23.643854
1673,49.471542,22.768679
1674,50.360756,24.435537
1675,49.242348,24.15413
1676,49.912382,24.017973
1677,49.841908,24.101015
1678,49.635452,23.301493
1679,50.222421,24.844105
1680,49.921516,23.209664
1681,49.806097,23.979555
1682,49.811497,23.99029
1683,49.840122,24.028126
1684,49.565058,22.751392
1685,49.404498,22.985157
1686,49.208146,23.25385
1687,49.294901,23.061873
1688,49.875555,23.880418
1689,50.384615,24.543892
1690,49.027125,25.789171
1691,48.920977,22.949217
1692,49.778312,24.880754
1693,49.824291,23.99318
1694,49.805315,23.98238
1695,49.269588,24.130588
1696,49.653152,22.791493
1697,48.920393,23.475544
1698,49.877,24.072826
1699,49.821791,24.431247
1700,49.600815,24.000983
1701,49.715424,23.88905
1702,50.436995,25.947896
1703,49.196479,23.854436
1704,49.694263,23.729382
1705,50.051934,23.814984
1706,49.941711,24.174465
1707,49.739867,24.16745
1708,48.301019,25.929967
1709,50.383096,24.233108
1710,49.456714,23.932268
1711,49.873305,24.165415
1712,49.30202,23.433346
1713,50.198524,24.351392
1714,49.87792,23.948269
1715,49.332841,22.924324
1716,48.156112,24.279553
1717,49.84499,23.932508
1718,50.256019,23.764272
1719,49.286289,23.428315
1720,49.649321,24.436171
1721,49.827144,23.58058
1722,49.866868,25.325999
1723,49.858513,24.027023
1724,49.861794,23.999712
1725,49.694261,24.321993
1726,49.504922,23.221886
1727,49.962133,23.344187
1728,49.337018,24.106898
1729,49.804771,23.98728
1730,49.656571,23.862944
1731,49.509122,24.27652
1732,49.87754,23.874679
1733,49.733154,24.250138
1734,49.201999,31.897171
1735,49.60755,23.752488
1736,49.249298,24.282983
1737,50.11172,24.166565
1738,49.196759,23.163374
1739,49.844065,24.024282
1740,49.458865,23.406576
1741,49.845266,23.978182
1742,49.794196,23.630376
1743,49.360629,24.057848
1744,49.263443,23.384377
1745,49.821613,23.936656
1746,49.152765,23.434439
1747,49.904194,24.087799
1748,50.080435,23.745554
1749,49.706446,24.194471
1750,50.200086,24.385395
1751,49.370025,23.407687
1752,50.145135,23.753253
1753,49.796549,24.673674
1754,49.694698,24.238692
1755,49.825181,23.89467
1756,49.737349,23.105012
1757,49.850974,24.045195
1758,49.873787,24.013536
1759,49.424543,22.812355
1760,50.414006,24.239487
1761,49.371192,23.619405
1762,49.928579,24.694125
1763,48.431371,22.216716
1764,49.991548,24.287876
1765,49.835184,23.84433
1766,49.543994,24.350075
1767,49.328911,24.091932
1768,49.718753,23.910628
1769,49.665033,23.253197
1770,49.552313,23.809494
1771,50.318612,24.438222
1772,49.951729,24.256218
1773,50.030538,25.132504
1774,49.85302,23.753496
1775,49.966928,24.105293
1776,49.417312,24.214942
1777,49.700848,24.74396
1778,49.331227,23.6484
1779,49.225322,22.837668
1780,49.776603,23.475745
1781,49.267486,23.86725
1782,49.828556,23.892926
1783,49.99313,25.237858
1784,49.823039,23.978264
1785,49.223941,23.195524
1786,49.286129,23.93258
1787,49.776069,24.622437
1788,50.23617,24.646596
1789,49.691105,22.907578
1790,49.257063,22.994205
1791,49.988319,23.199142
1792,49.783291,24.013832
1793,49.596961,24.042732
1794,49.836945,23.229198
1795,49.38117,22.992269
1796,49.875145,23.932434
1797,49.798161,24.048297
1798,49.80093,23.949629
1799,49.906876,23.947641
1800,49.948801,24.055629
1801,49.905758,23.957384
1802,50.045125,23.813771
1803,50.24116,23.620991
1804,49.918495,24.012705
1805,49.791027,23.626371
1806,49.761615,25.053505
1807,49.731714,24.442926
1808,49.616173,23.136786
1809,50.126507,24.353989
1810,49.734575,22.919183
1811,49.429411,24.082378
1812,49.919669999999996,24.160184
1813,49.842086,23.960015
1814,49.578232,24.531733
1815,49.838749,24.054428
1816,49.786635,23.374857
1817,49.820244,24.020444
1818,50.126747,23.94559
1819,49.877236,23.336288
1820,48.989007,23.955816
1821,48.951712,23.06307
1822,49.530208,23.980243
1823,49.911529,24.609048
1824,50.10472,24.00111
1825,49.489834,22.964135
1826,49.729901,24.009151
1827,50.041673,24.329547
1828,49.77338,24.692133
1829,49.796363,24.268761
1830,48.917226,23.084001
1831,49.249273,23.849494
1832,49.799607,22.99366
1833,49.83384,23.878999
1834,49.869597,24.025497
1835,49.46321,23.181476
1836,49.997731,24.875446
1837,49.805843,24.045657
1838,49.241669,23.864239
1839,49.840105,23.995326
1840,49.828617,23.528419
1841,49.668731,23.570402
1842,49.201863,23.856995
1843,49.709827,24.491939
1844,49.360627,35.445518
1845,49.184516,23.17521
1846,49.789329,23.676807
1847,49.751747,24.556333
1848,49.703802,23.914757
1849,49.800487,24.066155
1850,49.792785,23.739051
1851,49.40696,23.942079
1852,49.615728,23.136432
1853,50.05633,23.959056
1854,49.733386,24.249916
1855,49.460954,23.049132
1856,49.842374,24.01544
1857,49.539323,23.89947
1858,49.811386,24.061201
1859,49.4166,27.009862
1860,48.534453,25.060302
1861,49.457847,23.909729
1862,49.950994,23.808371
1863,49.596084,23.774465
1864,50.295153,24.253746
1865,50.189448,23.916446
1866,49.31496,24.2263
1867,50.035,24.7225
1868,50.092881,24.374827
1869,50.244844,23.810831
1870,49.826082,24.073425
1871,49.979608999999996,24.579857
1872,49.822972,23.961421
1873,49.96483,24.944741
1874,50.105894,24.338939
1875,49.836809,23.976745
1876,49.762401,23.822749
1877,50.110044,24.344197
1878,49.837542,23.843517
1879,49.639319,24.025364
1880,49.911428,24.054249
1881,49.403271,23.998475
1882,49.239703,24.249468
1883,49.830978,25.127219
1884,50.388037,24.516519
1885,49.826644,24.524048
1886,49.125147,23.676443
1887,49.189631,24.16677
1888,49.860225,23.970185
1889,49.350529,24.285127
1890,49.964236,24.588296
1891,50.209536,23.700424
1892,49.582155,34.594953
1893,49.827684,24.434926
1894,49.841748,25.051695
1895,49.161415,23.615106
1896,49.156254,23.622073
1897,47.966025,23.862559
1898,50.401217,24.173979
1899,49.85135,23.415934
1900,49.632563,23.284472
1901,50.240629,23.837827
1902,49.852278,23.186134
1903,49.459074,24.053455
1904,49.812101,23.982125
1905,49.423393,23.724872
1906,49.850482,24.021305
1907,49.821712,23.979633
1908,49.776404,24.013796
1909,49.254873,22.829258
1910,49.443436,22.886115
1911,49.308096,37.269761
1912,49.714258,23.651942
1913,49.809032,24.078839
1914,49.228842,23.887353
1915,49.907449,24.302876
1916,48.795677,23.190292
1917,48.997608,23.097767
1918,49.843015,23.980556
1919,49.22842,23.18582
1920,49.797179,24.051499
1921,49.360468,23.015582
1922,50.40145,24.112808
1923,49.580797,23.995315
1924,49.784481,23.635379
1925,50.056324,23.958521
1926,48.979136,23.048159
1927,50.168355,24.444198
1928,48.968108,23.143478
1929,49.770402,23.918291
1930,49.780919,23.909849
1931,49.877072,24.070466
1932,49.689038,23.73159
1933,49.320532,24.05107
1934,49.626944,22.86562
1935,49.818631,24.042585
1936,50.364245,24.218967
1937,49.964648,24.889517
1938,48.241244,31.408235
1939,50.047189,24.427804
1940,49.82735,24.011262
1941,48.901069,23.184116
1942,49.982335,23.235209
1943,49.767836,24.091949
1944,49.218501,24.246439
1945,50.0384,23.885678
1946,50.042667,24.06928
1947,49.826292,24.0435
1948,49.237323,24.299002
1949,49.856138,24.045839
1950,48.733046,22.478498
1951,49.814018,24.03561
1952,49.715316,23.748759
1953,49.446857,23.580296
1954,49.564959,22.751534
1955,49.78747,24.059378
1956,49.424398,22.812555
1957,49.865923,24.264036
1958,49.990359,24.042106
1959,49.45526,35.127625
1960,49.563865,23.144456
1961,48.465225,22.76934
1962,49.857922,24.042765
1963,49.382462,24.142825
1964,49.778772000000004,23.906381
1965,49.285205,23.422929
1966,49.823475,23.930123000000002
1967,48.780874,23.427444
1968,49.877515,23.94864
1969,49.822639,23.974497
1970,49.635188,23.30057
1971,49.836445,23.878347
1972,49.873084,23.706684
1973,50.205834,24.387215
1974,49.544025,24.349135
1975,50.073627,24.333344
1976,49.4063,22.982142
1977,49.730012,24.667689
1978,49.828789,23.957197999999998
1979,50.131759,23.832794
1980,49.703331,22.940175
1981,49.721844,23.736851
1982,49.845249,23.637265
1983,49.925057,24.634832
1984,49.871536,23.964196
1985,49.878311,24.083713
1986,49.728775,23.12657
1987,49.252772,24.281059
1988,50.283806,24.630708
1989,49.989203,24.917014
1990,49.901859,24.149256
1991,49.694214,23.728969
1992,49.632387,24.93602
1993,50.149273,23.820426
1994,49.539416,24.611012
1995,49.808003,23.319587
1996,49.600331,24.000621
1997,48.848362,23.445013
1998,50.31088,24.509545
1999,49.624723,22.961306
2000,49.932512,23.566863
2001,49.897183,24.090503
2002,49.934197,24.042037
2003,49.704446,24.347196
2004,49.70325,24.194683
2005,49.181476,23.296667
2006,50.298409,25.011777
2007,49.01446,23.16952
2008,49.201557,23.023893
2009,49.83453,23.989849
2010,50.222994,24.55499
2011,50.144248,23.766807
2012,49.667873,23.48617
2013,49.259521,24.104316
2014,50.0991,24.344196
2015,50.156398,23.4566
2016,49.907094,24.083957
2017,49.639667,23.784259
2018,49.944289,24.10158
2019,49.921525,23.209432
2020,49.811158,23.991672
2021,49.806175,24.011623
2022,49.400046,22.976056
2023,49.842018,24.100952
2024,50.205379,23.647513
2025,50.231145,24.561215
2026,50.376708,30.944788
2027,49.828584,23.878118
2028,49.281148,23.520794
2029,50.233418,24.366451
2030,49.802912,23.202773
2031,49.9044,23.960075
2032,49.28617,23.933023
2033,49.296078,23.957623
2034,49.692851,23.001198
2035,49.835138,24.067884
2036,49.869463,23.624721
2037,49.367834,24.141403
2038,48.25636,24.353571
2039,49.099104,25.92739
2040,49.224746,23.650824
2041,50.446623,25.970697
2042,50.149733,23.45333
2043,49.20477,24.285016
2044,49.711562,24.190282
2045,50.311779,24.18778
2046,49.834606,24.007417
2047,49.103641,23.641044
2048,49.875893,23.873767
2049,48.056159,23.494189
2050,49.791456,24.015457
2051,50.381875,24.001152
2052,49.614295,23.03593
2053,50.061761,23.42876
2054,49.830447,23.891372
2055,48.994201,23.046689
2056,49.843067,24.133257
2057,49.796986,23.943197
2058,49.81394,23.845808
2059,48.91485,23.398175
2060,49.36017,24.057657
2061,49.9609,24.104684
2062,49.810155,23.594905
2063,49.835996,23.867634
2064,48.977794,23.47065
2065,49.828513,23.528038
2066,50.043003,24.005473
2067,49.64149,22.789778
2068,49.973106,24.469885
2069,49.845995,23.98313
2070,49.835874,23.876081
2071,49.688802,23.188352
2072,49.832498,24.130754
2073,49.699565,24.104599
2074,50.275713,24.796463
2075,50.145024,23.746546
2076,49.869232,23.243128
2077,46.850413,30.073852
2078,48.284848,37.179736
2079,50.052068,23.815609
2080,50.191982,23.659575
2081,49.823921,23.903177
2082,49.91196,24.031107
2083,49.778183,24.880094
2084,49.9085,23.443515
2085,49.742116,24.148726
2086,49.827386,23.52131
2087,49.524037,23.03618
2088,49.283041,23.529433
2089,49.286284,23.42781
2090,49.9463,24.749238
2091,49.656445,23.863458
2092,49.29979,23.052812
2093,49.467907,24.142761
2094,49.48291,22.750692
2095,49.791451,23.376751
2096,49.197109,23.058822
2097,49.716295,23.848027
2098,49.826707,23.942326
2099,49.694275,24.321628
2100,49.752384,24.133074
2101,49.968936,23.41477
2102,49.195764,23.163483
2103,49.839919,23.995416
2104,49.379549,24.134401
2105,49.844639,23.984121000000002
2106,49.760902,24.265538
2107,49.841774,23.966759
2108,50.25534,24.319908
2109,49.790568,23.54172
2110,49.330577,24.104718
2111,49.847403,23.192056
2112,50.011713,25.240609
2113,49.839946,23.995974
2114,50.220958,24.345752
2115,49.846285,23.095772
2116,48.424973,22.248624
2117,49.207576,23.253635
2118,49.504901,23.221556
2119,49.196898,23.854923
2120,49.824479,24.037752
2121,49.743832,24.140598
2122,50.255831,23.762851
2123,49.75149,24.556852
2124,49.904186,24.087627
2125,49.87018,25.340815
2126,49.698146,23.585221
2127,49.515845,24.402785
2128,49.30606,23.441468
2129,49.850979,23.991725
2130,49.465059,23.595361
2131,49.749112,24.149575
2132,49.694386,24.238682
2133,49.835294,23.844094
2134,49.332993,22.924132
2135,49.844383,23.971685
2136,49.794645,23.75227
2137,49.83316,24.035788
2138,49.265262,23.390668
2139,49.734257,24.476505
2140,49.990497,24.288742
2141,49.429646,24.081697
2142,49.229693,24.134632
2143,49.776680999999996,23.475511
2144,49.591125,22.828656
2145,50.166224,23.508685
2146,50.126201,24.352868
2147,49.731986,23.19172
2148,49.23944,23.013528
2149,49.732925,23.06601
2150,49.453331,23.032475
2151,48.47752,35.015303
2152,49.649463,24.436458000000002
2153,49.621016,24.821501
2154,49.787108,23.374226
2155,49.816647,24.050554
2156,50.084142,23.748972
2157,49.812468,24.388834
2158,49.870585,24.031456
2159,49.960617,23.16288
2160,49.729576,24.008671
2161,50.264111,24.543734
2162,49.707536,23.912442
2163,49.498858,22.737536
2164,50.340585,24.390857
2165,49.87323,24.119347
2166,49.7911,23.626558
2167,49.331628,24.333919
2168,49.818319,24.427088
2169,49.643414,24.019391
2170,49.22001,22.825996
2171,49.87394,24.013517
2172,49.691131,22.907122
2173,49.547409,24.198673
2174,49.379136,23.456866
2175,49.239406,28.510591
2176,48.988852,23.955709
2177,49.731352,24.732513
2178,50.19141,24.38938
2179,49.878829,23.766399
2180,49.339296,22.771177
2181,50.107842,24.205236
2182,49.810938,24.046244
2183,49.588537,24.514309
2184,49.423863,22.824456
2185,50.166997,23.793985
2186,49.962152,23.344419
2187,50.091264,24.005687
2188,50.235811,24.646531
2189,49.907007,23.947628
2190,49.745029,23.765644
2191,49.979714,24.579656
2192,49.827592,23.982192
2193,49.787156,23.67231
2194,49.80042,23.26798
2195,49.99095,23.195252
2196,49.205457,23.859046
2197,49.826267,24.524434
2198,49.22758,23.192163
2199,49.841978,23.959253
2200,49.87532,23.932436
2201,49.926093,23.631534
2202,49.786114,24.076405
2203,49.734514,22.919039
2204,49.834265,23.877991
2205,49.233369,24.298214
2206,49.964809,24.889686
2207,49.632713,23.283914
2208,48.978875,23.048084
2209,49.184743,23.401142
2210,49.80065,24.030267
2211,49.767327,23.642339
2212,50.304919,25.628038
2213,49.500169,23.38202
2214,49.804135,24.715308
2215,49.08137,22.886115
2216,49.46542,23.329224
2217,49.829174,24.056902
2218,50.045309,23.813664
2219,49.840632,24.091920000000002
2220,49.582624,24.730241
2221,50.021651,24.301223
2222,49.815554,24.030259
2223,50.233673,23.792488
2224,49.784138,24.014429
2225,50.04809,23.997349
2226,49.87743,23.337283
2227,49.719137,23.744324
2228,49.887674,23.863774
2229,50.253193,24.365669
2230,49.797688,23.522855
2231,49.761597,25.053685
2232,49.38342,24.102825
2233,49.579565,23.807331
2234,49.693642,23.549734
2235,50.376055,24.470135
2236,50.300244,24.246678
2237,49.789723,24.890444
2238,49.83985,23.995917
2239,50.240432,23.837816
2240,49.87046,23.946272
2241,49.661443,23.216295
2242,49.81213,24.060758
2243,49.610522,24.284278
2244,49.282912,23.753564
2245,49.826129,24.009305
2246,49.518915,24.274698
2247,50.115574,23.443853
2248,50.133292,23.842825
2249,50.102119,24.348817
2250,50.074399,25.140762
2251,49.738417,24.248031
2252,49.587654,24.062796
2253,49.541531,23.854517
2254,49.225274,24.196744
2255,49.805077,24.770484
2256,49.173966,23.186183
2257,49.4499,23.88337
2258,49.807405,24.072663
2259,49.829915,24.301114
2260,49.340559999999996,22.912198
2261,49.821052,23.882293
2262,50.170417,23.512101
2263,50.367563,24.266132
2264,50.123451,24.0624
2265,49.815152,24.077739
2266,49.321315,23.545106
2267,49.632585,23.098409
2268,49.723434,24.173452
2269,49.231907,24.315506
2270,49.710125,24.074576
2271,49.582658,23.713915
2272,49.776676,23.149369
2273,49.853355,24.07729
2274,49.804314,23.636594
2275,49.715725,23.999571
2276,49.654857,22.837424
2277,49.26737,23.866847
2278,49.622144,23.370077
2279,49.283572,23.495784
2280,49.832783,24.050344
2281,49.438181,24.184384
2282,49.803055,24.335338
2283,49.14129,22.909498
2284,49.683665,24.746011
2285,49.839999,23.995034
2286,49.903809,23.215825
2287,49.415392,24.250568
2288,49.608655,23.428441
2289,49.097926,23.532649
2290,49.458264,24.154967
2291,49.877768,24.372911
2292,49.497923,23.144287
2293,49.707595,23.041583
2294,49.856389,24.630397
2295,49.275866,24.038214
2296,49.745393,23.240511
2297,49.832463,23.717804
2298,49.850516999999996,24.025795
2299,50.379703,24.646807
2300,49.025638,23.110589
2301,49.789575,23.414291
2302,50.462119,24.262006
2303,49.28841,24.247571
2304,49.844118,24.07369
2305,49.911296,24.053364
2306,49.788124,24.059098
2307,49.895073,23.507879
2308,49.839337,23.898997
2309,49.253176,23.923979
2310,49.769238,23.840394
2311,49.285933,23.463168
2312,49.710617,23.23594
2313,49.791422,24.313094
2314,49.514849,22.797587
2315,48.99792,23.229629
2316,49.666393,24.003077
2317,49.982872,24.71755
2318,49.723467,23.901419
2319,49.618567,24.594006
2320,49.797071,24.6739
2321,50.472574,24.277495
2322,49.564081,24.278641
2323,49.525255,22.700433
2324,49.78904,24.252511
2325,50.228937,24.109413
2326,49.408767,23.834929
2327,49.830983,23.907006
2328,49.840278,23.865531
2329,49.795256,24.204689
2330,50.32804,24.20093
2331,49.904099,23.940666
2332,49.538344,23.356592
2333,49.799371,23.298315
2334,48.928668,23.003259
2336,49.314641,24.093773
2337,49.844824,24.027642
2338,49.705971,24.390905
2339,49.932432,23.3599
2340,50.156983,24.390711
2341,49.21223,23.220681
2342,49.288574,23.505347
2343,49.561764,24.470579
2344,49.835686,24.006864
2345,49.378649,24.396595
2347,49.677949,23.586442
2348,48.523043,22.87844
2349,50.093607,23.301395
2350,49.457185,23.888456
2351,49.820658,24.055884
2352,49.803383,24.046554
2353,49.968472,24.142212
2354,49.67324,23.914359
2355,49.992082,24.121547
2356,49.80392,23.996401
2357,49.028128,22.980123
2358,49.801589,23.244712
2359,49.205826,23.490186
2360,49.805502,24.017763
2361,49.862924,23.963212
2362,49.901258,23.960047
2363,50.595674,26.234089
2365,49.948814,23.526406
2366,50.079909,24.33223
2367,49.764564,23.361277
2368,50.231937,23.625127
2369,49.792376,23.872027
2370,49.825989,24.033355
2371,49.204957,23.773972
2372,50.481895,34.968317
2373,49.275414,24.18431
2374,49.794639,24.016647
2375,49.829432,24.032263
2376,49.228169,24.280876
2378,49.756507,24.132378
2379,49.032708,23.507005
2380,50.327929,23.719797
2381,49.04116,23.072396
2382,49.451866,24.064738
2383,49.786763,23.672182
2384,49.855611,23.980254
2385,49.233976,23.854321
2386,50.304263,24.229705
2387,50.185856,23.940454
2388,49.008412,23.432
2389,48.788382,23.346173
2391,49.992853,24.436935
2392,49.866315,24.628914
2393,51.142222,34.271735
2394,50.004248,24.268675
2396,49.826758,24.034282
2397,49.835625,24.075476
2398,49.235696,22.977258
2399,48.96833,22.96672
2400,49.638001,23.226256
2401,49.941122,24.262858
2402,49.862564,24.018702
2403,49.254244,22.897205
2405,49.262233,24.004801
2406,49.21116,23.714097
2407,49.81963,23.97002
2408,49.585329,23.886197
2409,49.872998,24.17
2410,49.670863,24.561123
2411,49.776202,24.415429
2412,49.516706,23.212292
2413,50.339638,23.855343
2415,49.612603,23.391764
2416,49.690545,24.188367
2417,49.68837,23.543064
2418,49.518603,23.208112
2419,49.470232,24.14277
2420,49.824843,24.481698
2421,49.550601,23.682335
2422,48.361579,22.38616
2423,49.230875,24.213563
2424,49.31261,22.961346
2425,49.871229,24.018575
2426,49.83065,23.969151
2427,49.7554,24.344674
2428,49.452331,23.954772
2430,50.20687,23.796556
2431,50.527971,26.257227
2432,49.749475,23.933622
2433,49.334002,24.194457
2434,49.642144,23.736128
2435,50.247905,23.709593
2436,49.692904,24.131283
2438,49.832422,24.017759
2439,50.196618,23.583218
2440,49.890095,23.806317
2441,49.822226,23.97283
2442,49.656091,24.001758
2443,49.90725,24.29402
2444,48.043584,33.478586
2445,49.782027,23.988873
2446,49.901773,24.056196
2447,49.798984,23.778968
2448,49.834519,23.878703
2449,50.201384,23.723256
2450,49.6263,23.693146
2451,49.991046,23.810499
2452,49.815895,24.063062
2453,48.553615,34.375354
